name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Pilum SRM (Double),vice_pilum_shuttle,0,,,1200,,500,500,25,10,,,,,FRAGMENTATION,0,,0,9.5,2,0.5,0,0,0,0,,300,200,4,150,,,"SYSTEM, DO_NOT_CONSERVE","utility3, missile5",,,,Support,Very Slow,Very Poor,,,"Hits on shields have a chance to arc through to weapons and engines, dealing %s EMP damage. The chance to pierce the shields is based on the target's hard flux level.",500,,,,12.5
Plasma Caster,vice_plasma_fighter,3,,,1000,,250,,25,0,,5,,,ENERGY,0,,0,0.5,,,,,,,,750,750,2,50,,,"SYSTEM, STRIKE","strike8, rocket8",,,,Strike,Very Fast,None,,,,,,,,23.1
Reaper Slamfire Launcher,vice_reaper_slamfire,1,,,1200,,4000,,75,10,2,1,,,HIGH_EXPLOSIVE,0,,0,1,1,,0,0,0,0,,400,100,3.5,500,,,"SYSTEM, STRIKE","strike8, rocket3",,Pirates,,Torpedo,Fast,None,,,,,,,TRUE,9
Remnant Spatial Charge Launcher,vice_spatial_charge,0,,,1500,,300,300,0,0,,,,,ENERGY,0,,0,4.5,2,0.5,0,0,0,0,,400,400,4,300,,,"SYSTEM, DO_NOT_CONSERVE, STRIKE, USE_VS_FRIGATES","utility5, missile5",,,,Special,Very Slow,None,,,"Each Spatial Charge will emit an EMP arc when nearing the target, dealing %s energy and %s EMP damage per charge.",300 | 300,,,,16.3
Stinger Catapult (Fighter),vice_fragbomb_fighter,0,,,800,,500,,10,0,,3,0.3,3,FRAGMENTATION,0,,0,2,1,,0,0,0,0,,500,500,7,150,,,"SYSTEM, DO_NOT_AIM, ANTI_FTR, PD",pd0,,,,Point Defense,,,,,,,%s: does not benefit from ballistic or missile bonuses.,Archaic,TRUE,3.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#New Weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atropos MIRV Launcher,vice_atropos_mirv,2,,5000,1800,,2000,,50,20,22,15,,,HIGH_EXPLOSIVE,0,,0,10,1,,0,0,0,0,,500,150,4,300,,,"CONSERVE_5, STRIKE, USE_VS_FRIGATES","missile18, strike15, rare_bp, hist1t, missile_bp, merc, ind",,,,Strike,Fast,Special,,,"Booster rocket deploys a kinetic shaped charge near the target that deals %s kinetic damage, followed by %s high explosive Atropos torpedoes. The booster extends the weapon's total range to approximately %s su.",500 | 2 | 2500,,,TRUE,16
    Atropos Submunition,vice_atropos_torp,,,,800,,1000,,50,10,,,,,HIGH_EXPLOSIVE,,,0,1,1,,0,0,0,0,,400,150,4,300,,,"SYSTEM, GUIDED_POOR",,,,,Torpedo,Fast,Good,,,,,,,TRUE,16
    MIRV Projectile,vice_atropos_shell,,,,1200,,250,,0,0,,,,,KINETIC,,,0,1,1,,0,0,0,0,,1600,1600,0.5,,,,SYSTEM,,,,,,,,,,,,,,,16
Deadeye Plasma Seeker,vice_deadeye_plasma,3,,8000,800,,300,,,20,25,,,,ENERGY,360,,0.3,2.9,3,0.2,,,,,,750,500,4,400,,,"DIRECT_AIM, DO_NOT_AIM","energy20, rare_bp, hist2t, merc, tritachyon, vice_seeker",,,,General,Fast,Good,,,"%s: Fires %s. Unlike typical energy pulse weapons, the charged projectiles can be intercepted by point defenses. Deals an extra %s high explosive damage per projectile on hits against armor and hull.",Seeker | homing projectiles | 150,,,,23.9
Fandance Impulse Seeker,vice_fandance_seeker,3,,7500,700,,100,,600,20,25,,,,KINETIC,80,,0.3,1.75,3,0.1,,,,,,750,500,4,250,,,"DIRECT_AIM, DO_NOT_AIM, ANTI_FTR","energy18, rare_bp, hist2t, merc, tritachyon, vice_seeker",,,,Anti Shield,Fast,Excellent,,,"%s: Fires %s. Unlike typical energy pulse weapons, the charged projectiles can be intercepted by point defenses. Impacts will knock strike craft off course and may disable their engines.",Seeker | homing projectiles,,,,26.9
Ion Streamer,vice_ionstreamer,3,,2500,1000,60,,720,0,40,6,3,1,3,ENERGY,,187.5,0,0.05,0.4,0.05,,,,,50000,,,,,,,"FIRE_WHEN_INEFFICIENT, DO_NOT_CONSERVE","beam6, LR, hightech_bp, tritachyon, sindrian_diktat",,,,Suppression,,,,,"Hits on hull or armor periodically arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a chance to generate a shield-penetrating arc based on the target's hard flux level.",,,,,19.2
Siege Burst Laser,vice_siege_burst,3,,6000,1000,883,,,0,20,28,,,,ENERGY,,1500,0,0.5,0.4,0.1,,,,,50000,,,,,,,,"beam20, hightech_bp, tritachyon, sindrian_diktat",,,,General,,,,,Laser ablation removes %s extra armor on each hit against an unshielded hull. This effect is not reduced by armor.,50,,,,24.6
Stinger Catapult,vice_fragbomb,1,,800,800,,500,,10,25,5,24,0.25,12,FRAGMENTATION,100,,0,6.5,3,0.5,3,15,5,1,,500,500,3,150,,,"ANTI_FTR, PD","pd5, missile5, missile_bp, remnant, sindrian_diktat, archaic_c, archaic1",,,,Point Defense,,,,,Fires proximity mines that deal damage in an area.,,%s: does not benefit from ballistic or missile bonuses. This weapon requires special hullmods to extend its range.,Archaic,,16.1
#Tactical Burst Laser,vice_lrburstpd,3,,3000,1000,391,,,0,30,14,,,,ENERGY,,600,0,0.25,0.3,0.05,,,,,50000,,,,,,,,"beam9, hightech_bp, tritachyon, sindrian_diktat",,,,General,,,,,Laser ablation removes %s extra armor on each hit against an unshielded hull. This effect is not reduced by armor.,15,,,,19.7
Tactical Burst Laser,vice_lrburstpd,3,,3000,1000,391,,,0,30,14,,,,ENERGY,,600,0,0.25,0.3,0.05,,,,,50000,,,,,,,,"beam9, hightech_bp, tritachyon, sindrian_diktat",,,,General,,,,,Laser ablation removes %s extra armor on each hit against an unshielded hull. This effect is not reduced by armor.,15,,,,19.7
Twin Tactical Laser,vice_twin_tactical_laser,1,,1000,1000,200,,,0,20,8,,,,ENERGY,,160,0.1,0.1,,,,,,,2400,,,,,,,,"beam10, hightech_bp, energy14, LR, tritachyon, persean",,,,General,,,,,,,,,,18.1
X-ray Pulse Laser,vice_x-ray_pulse,1,,5000,800,,200,,0,20,22,,,,ENERGY,180,,0,1.3,3,0.1,,,,,,1000,,,,,,,"energy18, hightech_bp, merc",,,,General,,,,,,,,,,25.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultracapacitors Reactor Glow,vice_ultracapacitors_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,44
Flux Shunt,vice_flux_shunt,,,0,0,,0,,0,0,0,,,,ENERGY,,0,0,10,20,0.04,,,,,,500,500,0,50,,,SYSTEM,hide_in_codex,,,,Special,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Updated Core Weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Kinetic Blaster,kineticblaster,3,,5000,600,,50,,1,20,12,20,2,10,KINETIC,75,,0.05,0.05,,,0,10,1,5,,1000,,,,,,,"kinetic11, no_sell, no_dealer, no_drop_salvage",,,,Anti Shield,,,,,Deals %s of base weapon damage as extra damage against shields. This extra damage is not affected by skills.,100%,,,,22.35
