id,type,text1,text2,text3,text4,notes
bc_flarelauncher_active,SHIP_SYSTEM,"A flare system similar to active flares, this system shoots a smaller burst of ghostly purple flares. However, the range of the flares is superior to other active flare systems.",Defensive,,,
bc_flarelauncher_fighter,SHIP_SYSTEM,"This system, exclusive to the Acolle-class fighter, fires a large burst of distracting flares which swarm a target, overwhelming basic point defense.",Defensive,,,
bc_microburn,SHIP_SYSTEM,"An enigmatic, antique system, this system rapidly accelerates a ship forwards for a short duration while dumping a flat 1200 flux as “propellant” for the engines.",,,,
bc_antique_traveldrive,SHIP_SYSTEM,"A very powerful engine overdrive exclusive to the Verisimilitude-class, this system overclocks the engines and grants massively increased speed for a few seconds at the cost of combat readiness.",,,,
bc_oscillator,SHIP_SYSTEM,"Produces an effect similar to a Damper Field by inducing vibrations in the ship's hull. Unlike Damper Field, this allows the use of weapons but requires a moderate amount of flux and lowers combat readiness due to minute damages caused by the vibrations.",Movement,,,
bc_drone_shield,SHIP_SYSTEM,"Deploys a shield drone to the front of the ship in lieu of a ship-mounted shield generator. The ship stores up to 3 drones, which regenerate over time.",Drone (Defense),,,
bc_drone_heavy_shield,SHIP_SYSTEM,"Deploys 4 heavy shield drones which orbit the ship. 4 drones are stored in the ship, and they regenerate over time.",Drone (Defense),,,
bc_drone_pd_matrix,SHIP_SYSTEM,"Deploys 8 point-defense drones which stay stationary relative to the ship, in a circular formation. 

Each drone is armed with a Burst PD Laser and a shield generator.",Drone (Defense),,,
bc_drone_missile,SHIP_SYSTEM,Deploys two missile drones each armed with a Vertilla MRM to each side of the ship.,Drone (Attack),,,
bc_displacer,SHIP_SYSTEM,Exotic technologies allow this large craft to quickly relocate itself using p-space. Functionally a short range teleport used to avoid strikes or chase enemies.,Movement,,,
bc_gallize_drone,SHIP_SYSTEM,Deploys two drones each armed with a Light Dual Autocannon.,Drone (Attack),,,
bc_ramburn,SHIP_SYSTEM,"Shoots the ship forward at very high speed for a short time to ram enemies, reducing damage taken by 50%.",Special,"Shoots the ship forward at very high speed for a short time to ram enemies, reducing damage taken by 50%. Fires EMP arcs at nearby ships and missiles, dealing 80 Energy and EMP damage.",80 Energy and EMP damage.,
bc_remotedamper,SHIP_SYSTEM,"Projects damper fields to fighters launched from the ship, reducing their damage taken. Costs a significant amount of flux, and disables fighter shields if present.",Special,"Projects damper fields to fighters launched from the ship, reducing their damage taken. Costs a significant amount of flux, and disables fighter shields if present. Reduces fighter damage taken by 66%.",66%.,
bc_mine_strike,SHIP_SYSTEM,Teleports a heavy mining charge to the vicinity of the target at the cost of a moderate amount of flux.,Offensive,,,
bc_strikeburn,SHIP_SYSTEM,"Overloads systems, increasing speed greatly and massively boosting weapon fire rate for a short time.",Offensive,,,
bc_drone_explorer,SHIP_SYSTEM,"Deploys a robust guard drone to the rear of the ship, armed with an Ion Cannon, PD Laser, and Swarmer SRM.",Drone (Defense),,,
bc_microjump,SHIP_SYSTEM,"A low-grade phase skimmer that can teleport a ship a short distance. Low cooldown, but low distance and long recharge.",Movement,,,
bc_heavy_emp,SHIP_SYSTEM,"Fires a very powerful EMP arc at nearby ships. Tuned for anti-ship combat, and cannot target missiles or fighters.",Offensive,,,
bc_shiftburn,SHIP_SYSTEM,"Floods injectors with experimental propellant, causing a short burst of speed and superb mobility.",Movement,,,
,,,,,,
,,,,,,
qanat,CUSTOM,"A once-prosperous mining colony, this independent world was stricken with pirate raids and civil unrest following the Collapse. After a few years of chaos, the planetary government was crippled, and only the heavily fortified orbital astropolis remained under civilized control. Now, roving bands of survivors live in isolated pockets, eking out a tortured existence under Deixis’ harsh rays.",,,,
faystation,CUSTOM,"After the collapse of authority on Qanat, the Polstein-based Fays Corporation saw an opportunity to seize power in the chaos. Launching a brutal coup, the corporation managed to eliminate the astropoli's surviving leadership and take control of the helpless station. After a long period of anti-corporation insurgency, Fays Co. managed to silence remaining dissenters and develop the station into an industrial powerhouse.",,,,
polstein,CUSTOM,"While Fays Station is the de-facto capital of the Fays Co., the megacorporation got its start manufacturing cheap components on the arid hills of Polstein. A landscape of blackened clouds and drifting microplastics, Polstein is a bleak world bearing the ugly scars of human advancement. The soil of this planet is exploited with brutal efficiency to feed the hungry mouths of the Deixis system, and quotas are reaching ever-higher to fulfill corporate needs.",,,,
knarl,CUSTOM,"A cold, unforgiving world, Knarl is a monotonous icy landscape interrupted only by endless lines of massive drilling arrays and the occasional ammonia volcano. The population of this freezing rock is made up of either destitute miners or dissidents sentenced to a life of eternal work in the hazardous extraction plants, only kept in check by the nearby Garrison Post Kappa. ",,,,
garrison_post,CUSTOM,"Once a humble research post dedicated to the study of the exotic phenomena of the volatile giant Roberts, this station was quickly claimed and fortified by the opportunistic Fays Corporation following the Collapse. Arrays of volatile collectors, sensors, and labs were torn out and replaced with heavy batteries, flux banks, and armor to convert the station into a formidable bastion. Now used by the corporation to control the outer Deixis system, Garrison Post Kappa keeps the unruly world of Knarl in line while preventing enterprising pirates from entering the system.",,,,
tenskull,CUSTOM,"A miserable planet home to the dubious Alliance Against Corporate Control, this world was settled by anti-corporation dissidents after the Fays Corporation’s rise to power. While they originally held a tenuously neutral relationship to the company, worsening conditions following the Collapse led many residents of Ten Skulls to turn to piracy. Now considered nothing but a nuisance by the Fays Corporation, the Alliance has escaped destruction only due to the complex internal politics of the megacorp.",,,,
roberts,CUSTOM,"A bizarre planet, Roberts is composed of several exotic elements which react strongly to the immense pressures near the world’s core, causing severe disruptions in the atmosphere which manifest in global superstorms. The planet's violet hue and swirling clouds are known to be hauntingly beautiful, and orbiting bodies are given a stunning view of crackling lightning and fierce maelstroms.",,,,
waterloo,CUSTOM,"Established a few decades after the Persean League’s formation, Port Waterloo was founded to facilitate trade and diplomacy between the Fays Corporation and the Persean League, marking an important milestone in the cooperation between the two powers. A source of worry for the Hegemony, an alliance between the megacorp and the League is a frightening prospect.",,,,
,,,,,,
faysco,FACTION,"An opportunistic megacorporation that used the chaos following the Collapse to seize power in the Deixis system via coups, espionage and abuse of the corporate legal system, the Fays Corporation is a shady conglomerate of consumer goods manufacturers and industrial shipyard companies. Led by an elusive board of directors that seem to always know their opponents’ next move, the corporation would have certainly gained far more power if not for the general shoddiness of their products (and ships).

The Fays Corporation is considered a wild-card by many factions in the Sector due in part to their perpetually neutral stance on artificial intelligence, and thus the AI Wars. While cores are technically illegal in Fays Co. space, the corporation’s lax trade restrictions lead to intense scrutiny from the traditional Luddic Church and Hegemony. The corporation is also overtly disruptive of Tri-Tachyon interests, and is a natural competitor for the rival megacorp. Corporate espionage between these two companies is extensive, and minor back-and-forth conflicts occur almost every cycle in the form of proxy conflicts or skirmishes. The only major power friendly to the unpredictable Fays Corporation is the Persean League, thanks to the considerable amount of trading and economic activity that occurs between the two western polities.",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
