id,type,frame,magnitude,map,path
kyeltziv_lorentzTwin,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentzTwin_turret_base_normal.png
kyeltziv_lorentzTwin,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentzTwin_turret_recoil_normal.png
kyeltziv_lorentzTwin,turretunder,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentzTwin_turret_under_normal.png
kyeltziv_lorentz,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_hardpoint_base_normal.png
kyeltziv_lorentz,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_hardpoint_recoil_normal.png
kyeltziv_lorentz,hardpointunder,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_hardpoint_under_normal.png
kyeltziv_lorentz,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_turret_base_normal.png
kyeltziv_lorentz,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_turret_recoil_normal.png
kyeltziv_lorentz,turretunder,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_turret_under_normal.png
kyeltziv_lorentz_fragment,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_hardpoint_base_normal.png
kyeltziv_lorentz_fragment,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_hardpoint_recoil_normal.png
kyeltziv_lorentz_fragment,hardpointunder,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_hardpoint_under_normal.png
kyeltziv_lorentz_fragment,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_turret_base_normal.png
kyeltziv_lorentz_fragment,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_turret_recoil_normal.png
kyeltziv_lorentz_fragment,turretunder,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentz_turret_under_normal.png
kyeltziv_mauste,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_mauste_xlrm_base_normal.png
kyeltziv_mauste,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_mauste_xlrm_hardpoint_base_normal.png
kyeltziv_mauste_sub,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_mauste_xlrm_base_normal.png
kyeltziv_mauste_sub,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_mauste_xlrm_hardpoint_base_normal.png
kyeltziv_med_swarmer_p,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_med_swarmer_p_normal.png
kyeltziv_med_swarmer_p,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_med_swarmer_p_normal.png
kyeltziv_microStutter,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_microStutter_base_normal.png
kyeltziv_microStutter,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_microStutter_base_normal.png
kyeltziv_osteotome,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_osteotome_base_normal.png
kyeltziv_osteotome,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_osteotome_base_normal.png
kyeltziv_packetRib,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packetRib_hardpoint_base_normal.png
kyeltziv_packetRib,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packetRib_hardpoint_recoil_normal.png
kyeltziv_packetRib,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packetRib_turret_base_normal.png
kyeltziv_packetRib,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packetRib_turret_recoil_normal.png
kyeltziv_packet,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packet_hardpoint_base_normal.png
kyeltziv_packet,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packet_hardpoint_recoil_normal.png
kyeltziv_packet,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packet_turret_base_normal.png
kyeltziv_packet,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packet_turret_recoil_normal.png
kyeltziv_packet_light,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packet_hardpoint_base_normal.png
kyeltziv_packet_light,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packet_hardpoint_recoil_normal.png
kyeltziv_packet_light,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packet_turret_base_normal.png
kyeltziv_packet_light,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_packet_turret_recoil_normal.png
kyeltziv_perennis_pack,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_perennis_pod_hardpoint_base_normal.png
kyeltziv_perennis_pack,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_perennis_pod_turret_base_normal.png
kyeltziv_perennis_pod,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_perennis_pod_hardpoint_base_normal.png
kyeltziv_perennis_pod,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_perennis_pod_turret_base_normal.png
kyeltziv_perennis_pod_plat,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_perennis_pod_hardpoint_base_normal.png
kyeltziv_perennis_pod_plat,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_perennis_pod_turret_base_normal.png
kyeltziv_volley_driver,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_pyralid_shockDriver_base_normal.png
kyeltziv_volley_driver,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_pyralid_shockDriver_recoil_normal.png
kyeltziv_volley_driver,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_volleyShockDriver_base_normal.png
kyeltziv_volley_driver,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_volleyShockDriver_recoil_normal.png
kyeltziv_driver_shrap,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_ruslan_p_shrapDriver_base_normal.png
kyeltziv_driver_shrap,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_ruslan_p_shrapDriver_recoil_normal.png
kyeltziv_driver_shrap,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_ruslan_p_shrapDriver_codex_normal.png
kyeltziv_driver,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_ruslan_shockDriver_base_normal.png
kyeltziv_driver,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_ruslan_shockDriver_recoil_normal.png
kyeltziv_driver,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockDriver_base_normal.png
kyeltziv_driver,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockDriver_recoil_normal.png
kyeltziv_shock_culverin,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_hardpoint_base_normal.png
kyeltziv_shock_culverin,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_hardpoint_recoil_normal.png
kyeltziv_shock_culverin,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_turret_base_normal.png
kyeltziv_shock_culverin,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_turret_recoil_normal.png
kyeltziv_shock_falconet,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_hardpoint_base_normal.png
kyeltziv_shock_falconet,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_hardpoint_recoil_normal.png
kyeltziv_shock_falconet,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_turret_base_normal.png
kyeltziv_shock_falconet,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_turret_recoil_normal.png
kyeltziv_shock_falconet_light,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_hardpoint_base_normal.png
kyeltziv_shock_falconet_light,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_hardpoint_recoil_normal.png
kyeltziv_shock_falconet_light,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_turret_base_normal.png
kyeltziv_shock_falconet_light,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_turret_recoil_normal.png
kyeltziv_shock_jezzail,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_hardpoint_base_normal.png
kyeltziv_shock_jezzail,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_hardpoint_recoil_normal.png
kyeltziv_shock_jezzail,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_turret_base_normal.png
kyeltziv_shock_jezzail,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockCulverin_turret_recoil_normal.png
kyeltziv_shock_fougasse,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockFougasse_hardpoint_base_normal.png
kyeltziv_shock_fougasse,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockFougasse_hardpoint_recoil_normal.png
kyeltziv_shock_fougasse,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockFougasse_turret_base_normal.png
kyeltziv_shock_fougasse,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockFougasse_turret_recoil_normal.png
kyeltziv_shockMitrailleuse,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_base_normal.png
kyeltziv_shockMitrailleuse,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_recoil_normal.png
kyeltziv_shockMitrailleuse,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_base_normal.png
kyeltziv_shockMitrailleuse,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_recoil_normal.png
kyeltziv_shockMitrailleuseHeavy,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_heavy_base_normal.png
kyeltziv_shockMitrailleuseHeavy,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_heavy_recoil_normal.png
kyeltziv_shockMitrailleuseHeavy,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_heavy_base_normal.png
kyeltziv_shockMitrailleuseHeavy,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_heavy_recoil_normal.png
kyeltziv_shockMitrailleuseLight,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_small_base_normal.png
kyeltziv_shockMitrailleuseLight,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_small_recoil_normal.png
kyeltziv_shockMitrailleuseLight,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_small_base_normal.png
kyeltziv_shockMitrailleuseLight,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockMitrailleuse_small_recoil_normal.png
kyeltziv_shock_palliser,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockPalliser_hardpoint_base_normal.png
kyeltziv_shock_palliser,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockPalliser_hardpoint_recoil_normal.png
kyeltziv_shock_palliser,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockPalliser_turret_base_normal.png
kyeltziv_shock_palliser,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shockPalliser_turret_recoil_normal.png
kyeltziv_shock_avtomat,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shock_avtomat_normal.png
kyeltziv_shock_avtomat,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shock_avtomat_normal.png
kyeltziv_shock_tapanca,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shock_tapanca_normal.png
kyeltziv_shock_tapanca,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_shock_tapanca_normal.png
kyeltziv_smart_blaster,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_smart_blaster_hardpoint_base_normal.png
kyeltziv_smart_blaster,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_smart_blaster_turret_base_normal.png
kyeltziv_springald,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_springald_hardpoint_base_normal.png
kyeltziv_springald,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_springald_hardpoint_recoil_normal.png
kyeltziv_springald,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_springald_turret_base_normal.png
kyeltziv_springald,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_springald_turret_recoil_normal.png
kyeltziv_springald_light,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_springald_hardpoint_base_normal.png
kyeltziv_springald_light,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_springald_hardpoint_recoil_normal.png
kyeltziv_springald_light,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_springald_turret_base_normal.png
kyeltziv_springald_light,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_springald_turret_recoil_normal.png
kyeltziv_stutter,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_stutter_hardpoint_base_normal.png
kyeltziv_stutter,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_stutter_turret_base_normal.png
kyeltziv_neula,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_tappi_normal.png
kyeltziv_neula,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_tappi_normal.png
kyeltziv_niitti,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_tappi_normal.png
kyeltziv_niitti,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_tappi_normal.png
kyeltziv_piikki,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_tappi_normal.png
kyeltziv_piikki,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_tappi_normal.png
kyeltziv_tappi,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_tappi_normal.png
kyeltziv_tappi,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_tappi_normal.png
kyeltziv_thap_pod,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_thapPod_hardpoint_normal.png
kyeltziv_thap_pod,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_thapPod_turret_normal.png
kyeltziv_thap,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_thap_hardpoint_single_normal.png
kyeltziv_thap,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_thap_turret_single_normal.png
kyeltziv_trocar,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_trocar_base_normal.png
kyeltziv_trocar,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_trocar_base_normal.png
kyeltziv_trocar_latch,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_trocar_base_normal.png
kyeltziv_trocar_latch,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_trocar_base_normal.png
kyeltziv_niitti_twin,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_twinTappi_normal.png
kyeltziv_niitti_twin,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_twinTappi_normal.png
kyeltziv_tappi_twin,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_twinTappi_normal.png
kyeltziv_tappi_twin,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_twinTappi_normal.png
kyeltziv_vedha_battery,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedhaBattery_hardpoint_normal.png
kyeltziv_vedha_battery,hardpointunder,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedhaBattery_hardpoint_under_normal.png
kyeltziv_vedha_battery,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedhaBattery_turret_normal.png
kyeltziv_vedha_battery,turretunder,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedhaBattery_turret_under_normal.png
kyeltziv_vedha_pod,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedhaPod_hardpoint_normal.png
kyeltziv_vedha_pod,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedhaPod_turret_normal.png
kyeltziv_vedha_pod_plat,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedhaPod_hardpoint_normal.png
kyeltziv_vedha_pod_plat,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedhaPod_turret_normal.png
kyeltziv_vedha,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedha_hardpoint_normal.png
kyeltziv_vedha,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_vedha_turret_normal.png
,,,,,
kyeltziv_fusionMitrailleuse,hardpoint,,1.5,normal,graphics/maps/normals/ships/kyeltziv_fusionMitrailleuse_base_normal.png
kyeltziv_fusionMitrailleuse,hardpointbarrel,,1.5,normal,graphics/maps/normals/ships/kyeltziv_fusionMitrailleuse_recoil_normal.png
kyeltziv_fusionMitrailleuse,turret,,1.5,normal,graphics/maps/normals/ships/kyeltziv_fusionMitrailleuse_base_normal.png
kyeltziv_fusionMitrailleuse,turretbarrel,,1.5,normal,graphics/maps/normals/ships/kyeltziv_fusionMitrailleuse_recoil_normal.png
,,,,,
,,,,,
,,,,,
kyeltziv_bakot,missile,,,material,graphics/maps/material/missiles/kyeltziv_bakot_material.png
kyeltziv_bellis_canister,missile,,,material,graphics/maps/material/missiles/kyeltziv_bellis_canister_material.png
kyeltziv_bellis,missile,,,material,graphics/maps/material/missiles/kyeltziv_bellis_material.png
kyeltziv_drumfire_avtomat_missile,missile,,,material,graphics/maps/material/missiles/kyeltziv_drumfire_avtomat_missile_material.png
kyeltziv_garaj,missile,,,material,graphics/maps/material/missiles/kyeltziv_garaj_material.png
kyeltziv_halke,missile,,,material,graphics/maps/material/missiles/kyeltziv_halke_material.png
kyeltziv_mauste_xlrm,missile,,,material,graphics/maps/material/missiles/kyeltziv_mauste_xlrm_material.png
kyeltziv_mauste_xlrm_sub,missile,,,material,graphics/maps/material/missiles/kyeltziv_mauste_xlrm_sub_material.png
kyeltziv_mine,missile,,,material,graphics/maps/material/missiles/kyeltziv_mine_material.png
kyeltziv_perennis,missile,,,material,graphics/maps/material/missiles/kyeltziv_perennis_material.png
kyeltziv_shockDriverShell,missile,,,material,graphics/maps/material/missiles/kyeltziv_shockDriverShell_material.png
kyeltziv_thap_f,missile,,,material,graphics/maps/material/missiles/kyeltziv_thap_f_material.png
kyeltziv_thap,missile,,,material,graphics/maps/material/missiles/kyeltziv_thap_material.png
kyeltziv_trocar_latched,missile,,,material,graphics/maps/material/missiles/kyeltziv_trocar_latched_material.png
kyeltziv_trocar_limpet,missile,,,material,graphics/maps/material/missiles/kyeltziv_trocar_limpet_material.png
kyeltziv_vedha_b,missile,,,material,graphics/maps/material/missiles/kyeltziv_vedha_b_material.png
kyeltziv_vedha,missile,,,material,graphics/maps/material/missiles/kyeltziv_vedha_material.png
shell_packet,missile,,,material,graphics/maps/material/missiles/shell_packet_material.png
,,,,,
kyeltziv_asteryx,ship,,,material,graphics/maps/material/ships/kyeltziv_asteryx_material.png
kyeltziv_bel_drone,ship,,,material,graphics/maps/material/ships/kyeltziv_bel_drone_material.png
kyeltziv_bystro,ship,,,material,graphics/maps/material/ships/kyeltziv_bystro_material.png
kyeltziv_cirsium_sym,ship,,,material,graphics/maps/material/ships/kyeltziv_cirsium_sym_material.png
kyeltziv_culv_drone,ship,,,material,graphics/maps/material/ships/kyeltziv_culv_drone_material.png
kyeltziv_cynara,ship,,,material,graphics/maps/material/ships/kyeltziv_cynara_material.png
kyeltziv_dazhbog_ex,ship,,,material,graphics/maps/material/ships/kyeltziv_dazhbog_ex_material.png
kyeltziv_dazhbog,ship,,,material,graphics/maps/material/ships/kyeltziv_dazhbog_material.png
kyeltziv_dazhbog_sym,ship,,,material,graphics/maps/material/ships/kyeltziv_dazhbog_sym_material.png
kyeltziv_dobrynya,ship,,,material,graphics/maps/material/ships/kyeltziv_dobrynya_material.png
kyeltziv_dombeya,ship,,,material,graphics/maps/material/ships/kyeltziv_dombeya_material.png
kyeltziv_heavyPiperDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_heavyPiperDrone_material.png
kyeltziv_heavySpotterDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_heavySpotterDrone_material.png
kyeltziv_heavyTargetingDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_heavyTargetingDrone_material.png
kyeltziv_helianthus,ship,,,material,graphics/maps/material/ships/kyeltziv_helianthus_material.png
kyeltziv_hSymDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_hSymDrone_material.png
kyeltziv_hvy_pd_drone,ship,,,material,graphics/maps/material/ships/kyeltziv_hvy_pd_drone_material.png
kyeltziv_ilex,ship,,,material,graphics/maps/material/ships/kyeltziv_ilex_material.png
kyeltziv_ilkut,ship,,,material,graphics/maps/material/ships/kyeltziv_ilkut_material.png
kyeltziv_ilya_ex,ship,,,material,graphics/maps/material/ships/kyeltziv_ilya_ex_material.png
kyeltziv_ilya,ship,,,material,graphics/maps/material/ships/kyeltziv_ilya_material.png
kyeltziv_ilya_sym,ship,,,material,graphics/maps/material/ships/kyeltziv_ilya_sym_material.png
kyeltziv_katsoja,ship,,,material,graphics/maps/material/ships/kyeltziv_katsoja_material.png
kyeltziv_khoronit,ship,,,material,graphics/maps/material/ships/kyeltziv_khoronit_material.png
kyeltziv_kiilto,ship,,,material,graphics/maps/material/ships/kyeltziv_kiilto_material.png
kyeltziv_kiusa,ship,,,material,graphics/maps/material/ships/kyeltziv_kiusa_material.png
kyeltziv_kohta,ship,,,material,graphics/maps/material/ships/kyeltziv_kohta_material.png
kyeltziv_kutittaa,ship,,,material,graphics/maps/material/ships/kyeltziv_kutittaa_material.png
kyeltziv_laite,ship,,,material,graphics/maps/material/ships/kyeltziv_laite_material.png
kyeltziv_lakeija,ship,,,material,graphics/maps/material/ships/kyeltziv_lakeija_material.png
kyeltziv_loinen,ship,,,material,graphics/maps/material/ships/kyeltziv_loinen_material.png
kyeltziv_lycaenid,ship,,,material,graphics/maps/material/ships/kyeltziv_lycaenid_material.png
kyeltziv_narva,ship,,,material,graphics/maps/material/ships/kyeltziv_narva_material.png
kyeltziv_navDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_navDrone_material.png
kyeltziv_ophrys,ship,,,material,graphics/maps/material/ships/kyeltziv_ophrys_material.png
kyeltziv_otkryt_ex,ship,,,material,graphics/maps/material/ships/kyeltziv_otkryt_ex_material.png
kyeltziv_otkryt,ship,,,material,graphics/maps/material/ships/kyeltziv_otkryt_material.png
kyeltziv_paimen,ship,,,material,graphics/maps/material/ships/kyeltziv_paimen_material.png
kyeltziv_paistaa,ship,,,material,graphics/maps/material/ships/kyeltziv_paistaa_material.png
kyeltziv_pd_drone,ship,,,material,graphics/maps/material/ships/kyeltziv_pd_drone_material.png
kyeltziv_peikko,ship,,,material,graphics/maps/material/ships/kyeltziv_peikko_material.png
kyeltziv_peikko_sym,ship,,,material,graphics/maps/material/ships/kyeltziv_peikko_sym_material.png
kyeltziv_pereskia,ship,,,material,graphics/maps/material/ships/kyeltziv_pereskia_material.png
kyeltziv_perun_ex,ship,,,material,graphics/maps/material/ships/kyeltziv_perun_ex_material.png
kyeltziv_perun,ship,,,material,graphics/maps/material/ships/kyeltziv_perun_material.png
kyeltziv_perun_p,ship,,,material,graphics/maps/material/ships/kyeltziv_perun_p_material.png
kyeltziv_phaeton,ship,,,material,graphics/maps/material/ships/kyeltziv_phaeton_material.png
kyeltziv_piperDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_piperDrone_material.png
kyeltziv_platform_assault,ship,,,material,graphics/maps/material/ships/kyeltziv_platform_assault_material.png
kyeltziv_platform_base,ship,,,material,graphics/maps/material/ships/kyeltziv_platform_base_material.png
kyeltziv_platform_siege,ship,,,material,graphics/maps/material/ships/kyeltziv_platform_siege_material.png
kyeltziv_platform_support,ship,,,material,graphics/maps/material/ships/kyeltziv_platform_support_material.png
kyeltziv_podenka_ex,ship,,,material,graphics/maps/material/ships/kyeltziv_podenka_ex_material.png
kyeltziv_podenka,ship,,,material,graphics/maps/material/ships/kyeltziv_podenka_material.png
kyeltziv_podenka_sym,ship,,,material,graphics/maps/material/ships/kyeltziv_podenka_sym_material.png
kyeltziv_prinos,ship,,,material,graphics/maps/material/ships/kyeltziv_prinos_material.png
kyeltziv_prochnyi,ship,,,material,graphics/maps/material/ships/kyeltziv_prochnyi_material.png
kyeltziv_pyralid,ship,,,material,graphics/maps/material/ships/kyeltziv_pyralid_material.png
kyeltziv_raataja,ship,,,material,graphics/maps/material/ships/kyeltziv_raataja_material.png
kyeltziv_railDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_railDrone_material.png
kyeltziv_ruslan,ship,,,material,graphics/maps/material/ships/kyeltziv_ruslan_material.png
kyeltziv_ruslan_p,ship,,,material,graphics/maps/material/ships/kyeltziv_ruslan_p_material.png
kyeltziv_ruslan_sym,ship,,,material,graphics/maps/material/ships/kyeltziv_ruslan_sym_material.png
kyeltziv_salpa,ship,,,material,graphics/maps/material/ships/kyeltziv_salpa_material.png
kyeltziv_salvage_pod,ship,,,material,graphics/maps/material/ships/kyeltziv_salvage_pod_material.png
kyeltziv_sokea,ship,,,material,graphics/maps/material/ships/kyeltziv_sokea_material.png
kyeltziv_solanum,ship,,,material,graphics/maps/material/ships/kyeltziv_solanum_material.png
kyeltziv_sorkkia,ship,,,material,graphics/maps/material/ships/kyeltziv_sorkkia_material.png
kyeltziv_spotterDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_spotterDrone_material.png
kyeltziv_stachys,ship,,,material,graphics/maps/material/ships/kyeltziv_stachys_material.png
kyeltziv_stationSpotterDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_stationSpotterDrone_material.png
kyeltziv_stationTargetingDrone,ship,,,material,graphics/maps/material/ships/kyeltziv_stationTargetingDrone_material.png
kyeltziv_station_armour_large2,ship,,,material,graphics/maps/material/ships/kyeltziv_station_armour_large2_material.png
kyeltziv_station_armour_large,ship,,,material,graphics/maps/material/ships/kyeltziv_station_armour_large_material.png
kyeltziv_station_armour_small,ship,,,material,graphics/maps/material/ships/kyeltziv_station_armour_small_material.png
kyeltziv_station_blocker,ship,,,material,graphics/maps/material/ships/kyeltziv_station_blocker_material.png
kyeltziv_station_module_end,ship,,,material,graphics/maps/material/ships/kyeltziv_station_module_end_material.png
kyeltziv_station_module_main,ship,,,material,graphics/maps/material/ships/kyeltziv_station_module_main_material.png
kyeltziv_station_under_core,ship,,,material,graphics/maps/material/ships/kyeltziv_station_under_core_material.png
kyeltziv_station_under_tip,ship,,,material,graphics/maps/material/ships/kyeltziv_station_under_tip_material.png
kyeltziv_strekoza,ship,,,material,graphics/maps/material/ships/kyeltziv_strekoza_material.png
