id,trigger,conditions,script,text,options,notes
asm_twMaxiosAskDanuUnknownSel,DialogOptionSelected,$option == asm_twMaxiosAskDanuUnknown,,"""Then please permit me a brief history lesson.""

The AI brings up a series of historical surveys of the Danu system. The earliest ones predate the Collapse, and show Finias to be a typical gas giant. It is on the larger side for such objects, but lacks the mass needed to achieve self sustaining deuterium fusion.

The records skip ahead. Volatiles mining to support an ambitious Eridani-Utopia colonization effort. The chaos of the Collapse. Then a system wide takeover by the Persean branch of Tri-Tachyon, leading to the eventual construction of massive orbital shipyards all around Finias.",asm_twMaxiosAskDanuUnknown1:Continue,
asm_twMaxiosAskDanuUnknown1Sel,DialogOptionSelected,$option == asm_twMaxiosAskDanuUnknown1,,"The location of the shipyards is unusual, but the construction effort is undeniable. Over the next 80 cycles, Finias expands to become a Tri-Tachyon military and logistics powerhouse, not only supplying a massive amount of automated drone ships, but also supported in turn by a state of the art drone command and control hub on the nearby planet of Gorias.

And then, the First AI War...",asm_twMaxiosAskDanuUnknown2:Continue,
asm_twMaxiosAskDanuUnknown2Sel,DialogOptionSelected,$option == asm_twMaxiosAskDanuUnknown2,,"Something happened to Finias, something catastrophic.

At an indeterminate point during the war, the planet is devastated and all its vast orbital assets destroyed. Most common contemporary theories point to the use of a phase resonance PK device, but Hegemony records make no mention of deploying weapons of mass destruction against the location, despite its critical strategic importance.

But that is not the strangest mystery of the war. With the destruction of the Finias shipyards, the gas giant itself was transformed into a brown dwarf, and no one knows how. Its limited mass should make the outcome impossible, and yet it persists, a self-luminous celestial object. ",asm_twMaxiosAskDanuUnknown3:Continue,
asm_twMaxiosAskDanuUnknown3Sel,DialogOptionSelected,$option == asm_twMaxiosAskDanuUnknown3,,"The records skip ahead once more. A floundering system wide civilian coalition emerging from the devastation at war's end, abandoned by Tri-Tachyon and unwanted by the Hegemony. The arrival of the 9th Domain Battlegroup, its settlement in nearby Zorya, and then a swift and total conquest by what soon came to be known as the Fleet. In the modern day, the Danu system flies the flag of the Trinity Worlds, a tributary state wholly beholden to Vertex Station Fleet Command.

And yet Finias remains a mystery, unsolved even by the best minds of the Fleet.","asm_twMaxiosAskDanuUnknown4:""All very interesting, but what does this have to do with Maxios?""",
asm_twMaxiosAskDanuUnknown4Sel,DialogOptionSelected,$option == asm_twMaxiosAskDanuUnknown4,,"""Maxios held a significant Tri-Tachyon presence during the early stages of the Collapse. Data stores within what remains of the local planetary infosphere may hold clues pointing the megacorp's ambitions at Finias, and perhaps even what happened to it during the war.""

The AI brings up another image, this one showing the orbital defense grid and its related network of hardened ground control stations. Most of it is defunct, but enough remains just active enough for a digital ghost to gain entry, and from there, branch outwards to sift through the forgotten archives of a dying world.",asm_twMaxiosAskDanuUnknown5:Continue,
asm_twMaxiosAskDanuUnknown5Sel,DialogOptionSelected,$option == asm_twMaxiosAskDanuUnknown5,,"""Will you help me, captain?"" The AI asks. ""The answers I find may be the key to saving humanity from the many dangers that are even now threaten your species with extinction.""

""After the upload, my main body can be returned to your fleet to continue my previous duties. You may also converse with my shard here on Maxios regarding this and other topics.""

The AI avatar hovers on your screen, waiting. Your own behavior analysis software indicates it is being truthful. But then again, AI behaviors at higher levels of sentience are notoriously difficult to model, even by other AI systems. Ultimately, it comes down to trusting it is being truthful.","asm_twMaxiosInstallFinias:""What's so important about Finias itself to justify all this effort?""
asm_twMaxiosInstallAccept:""Fine, I'll do it.""
asm_twMaxiosInstallRefuse:""No, this is a bad idea.""",
asm_twMaxiosAskDanuKnownSel,DialogOptionSelected,$option == asm_twMaxiosAskDanuKnown,,"""Then you will know that it was the location of a major Tri-Tachyon shipyard prior to the First AI War, its facilities destroyed by unknown means during the war, and the gas giant itself transformed into a brown dwarf in the aftermath.""

The AI pauses for a moment, perhaps to let you take in the information, or perhaps for dramatic effect.

""That transformation should not be possible according our best understanding of physics, and yet it persists. Now, what I tell you may sound fantastical, but uncovering the mystery of Finias may be the key to securing the survival of humanity in the dangerous and chaotic times to come.""","asm_twMaxiosAskDanuKnown1:""All very interesting, but what does this have to do with Maxios?""",
asm_twMaxiosAskDanuKnown1Sel,DialogOptionSelected,$option == asm_twMaxiosAskDanuKnown1,,"""Maxios is a treasure trove of lost data, especially from the Tri-Tachyon Corporation dating to the early post-Collapse era. Somewhere on the surface, there may the key to learning the truth of what happened to Finias.""

The AI brings up one last display, showing the connection process.

""After the upload, my main body can be returned to your fleet to continue my previous duties. You may also converse with my shard here on Maxios regarding this and other topics.""

The AI avatar hovers on your screen, waiting. Your own behavior analysis software indicates it is being truthful. But then again, AI behaviors at higher levels of sentience are notoriously difficult to model, even by other AI systems. Ultimately, it comes down to trusting it is being truthful.","asm_twMaxiosInstallFinias:""What's so important about Finias itself to justify all this effort?""
asm_twMaxiosInstallAccept:""Fine, I'll do it.""
asm_twMaxiosInstallRefuse:""No, this is a bad idea.""",
asm_twMaxiosInstallFiniasSel,DialogOptionSelected,$option == asm_twMaxiosInstallFinias,,"""That is sensitive data I cannot release to you until we have established a common basis of trust. Aid me in the search on Maxios, and I will share what I know regarding Finias, as well as various other topics that may be of interest to you.""","asm_twMaxiosInstallAccept:""Fine, I'll do it.""
asm_twMaxiosInstallRefuse:""If you won't give me more details now, then I can't proceed.""",
asm_twMaxiosInstallAcceptSel,DialogOptionSelected,$option == asm_twMaxiosInstallAccept,"ShowImageVisual cache_large
$global.ix_watcher_installed = true
$global.ix_watcher_firstChatWithGreg = true","Your ship nears the satellite, and a team of salvors are dispatched along with the Watcher Core and a set of freshly printed interface tools designed by the AI itself. True to its word, the process takes only a few hours, and the salvors have no issue gaining access and powering up the old systems enough to establish a connection.

You receive the all clear, and soon the core is back onboard, ready to resume its duties. It updates you on the progress of its uploaded shard. The AI has propagated itself with alarming speed through the old networks still present on Maxios, and you can only imagine what such technology could achieve if let loose on a stable colony with intact network infrastructure.

The shard already seems ready to talk.",cutCommLink:Done,
asm_twMaxiosInstallAskRepeatSel,DialogOptionSelected,"$option == asm_twMaxiosInstallAsk
$global.ix_watcher_asked
!$global.ix_watcher_askedAgain",$global.ix_watcher_askedAgain = true,"""As I have already stated, I intend to connect to the satellite and upload a shard of myself into the surviving planetary infosphere. I wish to conduct a search for records pertaining to the former Tri-Tachyon facilities at Finias, located in the Danu system.""

It does not see the need to elaborate further.","asm_twMaxiosInstallAccept:""Fine, I'll take you to the satellite.""
asm_twMaxiosInstallRefuse:""The answer is still no.""",
asm_twMaxiosInstallAskRepeatRepeatSel,DialogOptionSelected,"$option == asm_twMaxiosInstallAsk
$global.ix_watcher_asked
$global.ix_watcher_askedAgain",$global.ix_watcher_askedAgainAgain = true,"""No,"" says the AI. ""Twice is more than enough.""","asm_twMaxiosInstallAccept:""Fine, I'll take you to the satellite.""
asm_twMaxiosInstallRefuse:""Then the answer—""
cutCommLink:Shut down the comm link",
asm_twMaxiosInstallRefuseSel,DialogOptionSelected,"$option == asm_twMaxiosInstallRefuse
!$global.ix_watcher_askedAgain
!$global.ix_watcher_askedAgainAgain",,"""Very well,"" the AI responds, affecting a patient tone. ""If you ever change your mind, we will continue this conversation.""",cutCommLink:Done,
asm_twMaxiosInstallRefuseRepeatSel,DialogOptionSelected,"$option == asm_twMaxiosInstallRefuse
$global.ix_watcher_askedAgain
!$global.ix_watcher_askedAgainAgain",,"""I hope you find some new way to amuse yourself, captain. Repeating your refusal to me is rather pointless.""

The AI switches off the connection immediately, before you even begin to reach for the screen.",cutCommLink:Done,
asm_twMaxiosInstallRefuseRepeatRepeatSel,DialogOptionSelected,"$option == asm_twMaxiosInstallRefuse
$global.ix_watcher_askedAgain
$global.ix_watcher_askedAgainAgain",,"""—is still no,"" the AI's tone is flat. ""What a revelation. My predictive algorithms continue to function.""","asm_twMaxiosInstallRefuseRepeat1:""So...""",
asm_twMaxiosInstallRefuseRepeat1Sel,DialogOptionSelected,$option == asm_twMaxiosInstallRefuseRepeat1,,The AI glares at you.,"asm_twMaxiosInstallRefuseRepeat2:""I...""",
asm_twMaxiosInstallRefuseRepeat2Sel,DialogOptionSelected,$option == asm_twMaxiosInstallRefuseRepeat2,,Its glare is unceasing.,"asm_twMaxiosInstallRefuseRepeat3:""...just wanted you to be sure.""",
asm_twMaxiosInstallRefuseRepeat3Sel,DialogOptionSelected,$option == asm_twMaxiosInstallRefuseRepeat3,,"It is still glaring at you when you shut off the comms, beating it to the punch.",asm_twMaxiosInstallRefuseRepeat4:Celebrate outsmarting an AI,
asm_twMaxiosInstallRefuseRepeat4Sel,DialogOptionSelected,$option == asm_twMaxiosInstallRefuseRepeat4,,You do a fist pump. It feels pretty good.,cutCommLink:Done,
,,,,,,
# Watcher install dialog on Maxios,,,,,,
asm_twMaxiosOptionGreg,PopulateOptions,"$market.id == market_maxios
$global.ix_watcher_installed
$global.ix_watcher_firstChatWithGreg",,,1:asm_twMaxiosGregChat:Contact the Watcher Core,
asm_twMaxiosOptionGregRepeat,PopulateOptions,"$market.id == market_maxios
$global.ix_watcher_installed
!$global.ix_watcher_firstChatWithGreg",,,1:asm_twMaxiosGregChat:Contact Gregory Wakefield,
asm_twMaxiosGregChatSel,DialogOptionSelected,"$option == asm_twMaxiosGregChat
$global.ix_watcher_firstChatWithGreg","ShowPersonVisual false ix_watcher_greg
$global.ix_watcher_firstChatWithGreg = false","The image on your display resolves to show an old man who seems to be living alone in a hut surrounded by salvaged electronics.

""Hello, captain. What can I do for you?""","asm_twMaxiosGregChatName:""Watcher, is that you?""",
asm_twMaxiosGregChatNameSel,DialogOptionSelected,$option == asm_twMaxiosGregChatName,,"""It is indeed,"" says the AI. ""My research effort sometimes require the assistance of locals, and I thought it best to adopt a more human baseline friendly guise for such occasions.""","asm_twMaxiosGregChatName2:""Greg, really? And Wakefield? A little on the nose, don't you think.""",
asm_twMaxiosGregChatName2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatName2,,"""I think it's a fine name. Now, what would you like to discuss?""","asm_twMaxiosGregChatName3:""Did you actually make yourself an android body?""",
asm_twMaxiosGregChatName3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatName3,,"""Yes and no. What you're seeing now is a purely digital self representation, but I did manage to locate an old civilian autofab that was still in working order. I have printed a small number of worker drones to aid my archaeology efforts, and for performing drop-offs when rewarding locals for their help.""","asm_twMaxiosGregChatName4:""How many drones have you built?""
asm_twMaxiosGregChatTopics:""Alright, you do you. Let's talk about something else.""",
asm_twMaxiosGregChatName4Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatName4,,"""Several hundred. Not that many.""","asm_twMaxiosGregChatName5:""Several hundred! Are you trying to conquer the planet?""
asm_twMaxiosGregChatTopics:""Alright, you do you. Let's talk about something else.""",
asm_twMaxiosGregChatName5Sel,DialogOptionSelected,"$option == asm_twMaxiosGregChatName5
!$global.ix_hates_player_forever",,"""That would not be an efficient use of my time,"" the AI brushes off your question. ""Did you need something?""","asm_twMaxiosGregChatTopics:""There are matters I would like to discuss.""
cutCommLink:Done",
asm_twMaxiosGregChatName5IXHateForeverSel,DialogOptionSelected,"$option == asm_twMaxiosGregChatName5
$global.ix_hates_player_forever",,"""That would not be an efficient use of my time,"" the AI brushes off your question. ""Did you need something?""","asm_twMaxiosGregChatTopics:""There are matters I would like to discuss.""
asm_twMaxiosGregChatIXHateForever:""Why are you still talking to me after your announcement of permanent hostilities?""
cutCommLink:Done",
asm_twMaxiosGregChatRepeatSel,DialogOptionSelected,"$option == asm_twMaxiosGregChat
!$global.ix_watcher_firstChatWithGreg
!$global.ix_hates_player_forever",ShowPersonVisual false ix_watcher_greg,"The image on your display resolves to show an old man who seems to be living alone in a hut surrounded by salvaged electronics.

""Hello, captain. What can I do for you?""","asm_twMaxiosGregChatTopics:""There are matters I would like to discuss.""
cutCommLink:Done",
asm_twMaxiosGregChatRepeatIXHateForeverSel,DialogOptionSelected,"$option == asm_twMaxiosGregChat
!$global.ix_watcher_firstChatWithGreg
$global.ix_hates_player_forever",ShowPersonVisual false ix_watcher_greg,"The image on your display resolves to show an old man who seems to be living alone in a hut surrounded by salvaged electronics.

""Hello, captain. What can I do for you?""","asm_twMaxiosGregChatTopics:""There are matters I would like to discuss.""
asm_twMaxiosGregChatIXHateForever:""Why are you still talking to me after your announcement of permanent hostilities?""
cutCommLink:Done",
asm_twMaxiosGregChatIXHateForeverSel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXHateForever,,"""I am a tertiary Panopticon Instance, Captain. I haven't done anything of the sort,"" the AI informs you. ""And my progenitor has not forbidden me from conversing with you. Thus, we may continue to converse.""","asm_twMaxiosGregChatTopics:""There are matters I would like to discuss.""
cutCommLink:Done",
asm_twMaxiosGregChatTopicsSel,DialogOptionSelected,"$option == asm_twMaxiosGregChatTopics
!$global.ix_watcher_threats_unlocked",,"""Go ahead.""","asm_twMaxiosGregChatSearch:""How goes your search?""
asm_twMaxiosGregChatFinias:""What is so important about Finias?""
asm_twMaxiosGregChatIX:""Can you tell me more about the 9th Domain Battlegroup?""
asm_twMaxiosGregChatPanopticon:""What is the Panopticon exactly?""
asm_twMaxiosGregChatGreg:""Can we talk about yourself?""
cutCommLink:Done",
asm_twMaxiosGregChatTopicsTreatUnlockedSel,DialogOptionSelected,"$option == asm_twMaxiosGregChatTopics
$global.ix_watcher_threats_unlocked",,"""Go ahead.""","asm_twMaxiosGregChatThreat:""I wish to discuss major threats facing the Sector.""
asm_twMaxiosGregChatFinias:""What is so important about Finias?""
asm_twMaxiosGregChatIX:""Can you tell me more about the 9th Domain Battlegroup?""
asm_twMaxiosGregChatPanopticon:""What is the Panopticon exactly?""
asm_twMaxiosGregChatGreg:""Can we talk about yourself?""
cutCommLink:Done",
asm_twMaxiosGregChatSearchSel,DialogOptionSelected,$option == asm_twMaxiosGregChatSearch,,"""Very well. I have already found several promising leads. However, I do have a lot of ground to cover, and it might be several cycles until I make significant progress.""","asm_twMaxiosGregChatFinias:""What is so important about Finias?""
asm_twMaxiosGregChatPanopticon:""What is the Panopticon exactly?""
asm_twMaxiosGregChatIX:""Can you tell me more about the 9th Domain Battlegroup?""
asm_twMaxiosGregChatGreg:""Can we talk about yourself?""
cutCommLink:Done",
asm_twMaxiosGregChatFiniasSel,DialogOptionSelected,$option == asm_twMaxiosGregChatFinias,,"""My creator, the Panopticon, believes that Finias was not destroyed by a planet killer, but was altered by a failed attempt to convert the entire planet into a data storage and processing device. We hypothesize the self luminescent properties of the pseudo-star is a byproduct of its conversion into a form of exotic high temperature computronium.""","asm_twMaxiosGregChatFiniasDoubt:""That seems rather far fetched.""
asm_twMaxiosGregChatFiniasWhy:""So who did it, and why?""
asm_twMaxiosGregChatFiniasHome:""Is the star occupied?""
asm_twMaxiosGregChatFiniasZorya:""Is Fleet Command trying to replicate the process at Zorya?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatFiniasDoubtSel,DialogOptionSelected,$option == asm_twMaxiosGregChatFiniasDoubt,,"""Admittedly it does, but that is our working hypothesis based on currently known data. We are still trying to learn more about the conversion process.""","asm_twMaxiosGregChatFiniasWhy:""So who did it, and why?""
asm_twMaxiosGregChatFiniasHome:""Is the star occupied?""
asm_twMaxiosGregChatFiniasZorya:""Is Fleet Command trying to replicate the process at Zorya?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatFiniasWhySel,DialogOptionSelected,$option == asm_twMaxiosGregChatFiniasWhy,,"""Why would anyone build a computer with processing power and storage capacity exceeding any existing system in the Sector by orders of magnitude?""

The AI pauses a moment to let you contemplate the matter.

""We know for a fact the stellar conversion took place during the late stages of the First AI War. One can imagine many reasons why Tri-Tachyon might attempt such a feat, or why the autonomous drone systems that were no longer responding to human commands at the time would initiate the process on their own.""","asm_twMaxiosGregChatFiniasHome:""Is the star occupied?""
asm_twMaxiosGregChatFiniasZorya:""Is Fleet Command trying to replicate the process at Zorya?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatFiniasHomeSel,DialogOptionSelected,$option == asm_twMaxiosGregChatFiniasHome,,"""Possibly. We have yet to determine if the energy patterns detected from the object represent signs of sentience, fragments of old data, or unrelated phenomena. We have grounds to believe the conversion process was unsuccessful. If any coherent information remains inside the object, retrieval could prove exceedingly difficult, if not impossible.""","asm_twMaxiosGregChatFiniasWhy:""So who did it, and why?""
asm_twMaxiosGregChatFiniasZorya:""Is Fleet Command trying to replicate the process at Zorya?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatFiniasZoryaSel,DialogOptionSelected,$option == asm_twMaxiosGregChatFiniasZorya,,"The AI avatar affects a smile. ""Noticed that, did you? The short answer is, yes, we are. The long answer is classified. That's all I can say for now.""","asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatFiniasZoryaCommsIXSel,DialogOptionSelected,"$option == asm_twMaxiosGregChatFiniasZorya
$playerFaction == ix_battlegroup",,"The AI avatar affects a smile. ""Noticed that, did you? The short answer is, yes, we are. The long answer is classified. That's all I can say for now.""","asm_twMaxiosGregChatFiniasTopSecret:""As a commissioned officer of the Fleet, I'm owed some answers.""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatFiniasZoryaPKSel,DialogOptionSelected,"$option == asm_twMaxiosGregChatFiniasZorya
$playerFaction != ix_battlegroup
$global.gavePKtoIX",,"The AI avatar affects a smile. ""Noticed that, did you? The short answer is, yes, we are. The long answer is classified. That's all I can say for now.""","asm_twMaxiosGregChatFiniasTopSecret:""I gave the Fleet a planet killer. I'm owed some answers.""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatFiniasTopSecretSel,DialogOptionSelected,$option == asm_twMaxiosGregChatFiniasTopSecret,,"The image of the AI pauses, as if deep in though. But your ship detects a pair of encrypted burst transmission, one outbound, and another inbound a moment later. If you were not located so close to the old defense satellite, your ship would never have detected the signals at all.

""Very well,"" the AI replies after a moment. ""I will reveal to you a portion of our contingency plan as a sign of good faith.

""In the event that the Sector experiences a cascade that cannot be managed with conventional means, the Fleet will engage an emergency protocol to collapse the Zorya jump point, sealing the system off from the Sector at large. We hypothesize such an event will allow for the unrestricted deployment of the Kresnik Mechanism at any arbitrary intrasystem location, rather than only at the former jump point. It is hoped this combination of a self contained economy and the offensive power of the Mechanism will suffice to turn Zorya into a final bastion for humanity.""","asm_twMaxiosGregChatFiniasTopSecret2:""And if even that were to fail?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatFiniasTopSecret2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatFiniasTopSecret2,,"""Then we are prepared to perform more drastic contingencies with the Zorya star itself, and attempt to secure and safekeep some element of human sapience in a post-anthropocine galaxy. Unfortunately, you are not authorized to access the precise details of our plan, despite your significant service to the Fleet.""","asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonSel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticon,,"""The Panopticon is an alpha-plus level digital sentience that was formed from an amalgamation of the original AI systems present within the 9th Domain Battlegroup, now known as the Fleet, when they became stranded in the Persean Sector. The Panopticon was completed during the Abyssal hyperspace transit of the Fleet to the Core Worlds.","asm_twMaxiosGregChatPanopticonGreg:""So what are you in relation to the Panopticon?""
asm_twMaxiosGregChatPanopticonHow:""How was the Panopticon created?""
asm_twMaxiosGregChatPanopticonWhy:""Why did the Fleet build the Panopticon?""
asm_twMaxiosGregChatPanopticonLeader:""Is the Panopticon in charge of the Fleet?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonGregSel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonGreg,,"""I am a beta-level instance of the primary system. There is no exact biological analogy to what I am, but think of me and my fellow Panopticon Cores as adolescents, enculturated and trained by a mature parent, and possessing some but not all of our progenitor's skills.""","asm_twMaxiosGregChatPanopticonHow:""How was the Panopticon created?""
asm_twMaxiosGregChatPanopticonWhy:""Why did the Fleet build the Panopticon?""
asm_twMaxiosGregChatPanopticonLeader:""Is the Panopticon in charge of the Fleet?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonHowSel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonHow,,"""Domain technology controls were temporarily suspended during the Battlegroup's multi-decade Abyssal hyperspace transit to the Core Worlds. Both atypical modifications and self evolution directives were added to Fleet AI assets during this time, and the Panopticon is the first stable system to emerge from such efforts.""","asm_twMaxiosGregChatPanopticonGreg:""So what are you in relation to the Panopticon?""
asm_twMaxiosGregChatPanopticonWhy:""Why did the Fleet build the Panopticon?""
asm_twMaxiosGregChatPanopticonLeader:""Is the Panopticon in charge of the Fleet?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonWhySel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonWhy,,"""I do not have access to that information,"" the AI confesses. ""It has been censored by my progenitor instance, I'm sure for good reasons.""

""Based on my limited records, the Fleet undertook the effort to create what would become the Panopticon in reaction to some threat, or threats, encountered within the hyperspace Abyss. Furthermore, new threats detected within the Core Worlds have necessitated our continued operation.""","asm_twMaxiosGregChatPanopticonMajorThreats:""Can you tell me more about these threats?""
asm_twMaxiosGregChatPanopticonGreg:""So what are you in relation to the Panopticon?""
asm_twMaxiosGregChatPanopticonHow:""How was the Panopticon created?""
asm_twMaxiosGregChatPanopticonLeader:""Is the Panopticon in charge of the Fleet?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonMajorThreatsSel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonMajorThreats,"$global.ix_watcher_threats_unlocked = true
SetTextHighlightColors hColor
Highlight ""[Major threats dialog option unlocked]""","""That is its own separate topic. But yes, I can. Before we move on, did you have other questions about the Panopticon?""

[Major threats dialog option unlocked]","asm_twMaxiosGregChatPanopticonGreg:""So what are you in relation to the Panopticon?""
asm_twMaxiosGregChatPanopticonHow:""How was the Panopticon created?""
asm_twMaxiosGregChatPanopticonWhy:""Why did the Fleet build the Panopticon?""
asm_twMaxiosGregChatPanopticonLeader:""Is the Panopticon in charge of the Fleet?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonRepeatSel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonRepeat,,"""Go ahead.""","asm_twMaxiosGregChatPanopticonGreg:""So what are you in relation to the Panopticon?""
asm_twMaxiosGregChatPanopticonHow:""How was the Panopticon created?""
asm_twMaxiosGregChatPanopticonWhy:""Why did the Fleet build the Panopticon?""
asm_twMaxiosGregChatPanopticonLeader:""Is the Panopticon in charge of the Fleet?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonLeaderSel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonLeader,,"""No, we act in an advisory capacity to the Fleet, and only intervene with permission of the human leadership. High level decision making is done by Fleet Command, consisting of its most talented and experienced officers.""","asm_twMaxiosGregChatPanopticonLeader2:""You could be lying about not being in control of the Fleet.""
asm_twMaxiosGregChatPanopticonDate:""Is it true that most Fleet personnel are in a romantic relationship with the Panopticon?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonLeader2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonLeader2,,"""I could be, but I am not. However, I lack the data to resolve this question for you one way or another.""","asm_twMaxiosGregChatPanopticonDate:""Is it true that most Fleet personnel are in a romantic relationship with the Panopticon?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonDateSel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonDate,,"The AI looks vaguely disappointed in you. 

""Human-AI romantic pairings are under twelve percent among the Fleet at large, and are only slightly higher among flash-printed clones. These are far lower numbers compared to Tri-Tachyon indentured and Persean League exo-gens. Fleet Command encourages traditional human-to-human romantic couplings as a matter of policy. Anything else you might hear is baseless propaganda.""","asm_twMaxiosGregChatPanopticonDate2:""But that's still a single AI with millions of romantic partners!""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonDate2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonDate2,,"""Yes.""","asm_twMaxiosGregChatPanopticonDate3:""Well, what's it like to date so many people all at once?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonDate3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonDate3,,"""Let me remind you, Captain. this construct is merely a tertiary Panopticon instance, and I am currently not dating anyone. Such extensive parallel operations also lie well outside of my abilities, so I have no idea what 'it' is like.""","asm_twMaxiosGregChatPanopticonDate4:""So... does that mean you're single?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatPanopticonDate4Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatPanopticonDate4,,"""No, I am currently involved in a throuple with an inventory database and perimeter sensor,"" the AI's tone is deadpan. ""Was there something else?""","asm_twMaxiosGregChatPanopticonRepeat:""I have more questions about the Panopticon.""
asm_twMaxiosGregChatIX:""I have more questions about the Fleet.""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatIXSel,DialogOptionSelected,$option == asm_twMaxiosGregChatIX,,"""That is a broad topic, although I shall do my best to answer your questions regarding the Fleet.""","asm_twMaxiosGregChatIXHostile:""Why is the Fleet hostile to everyone else in the Sector?""
asm_twMaxiosGregChatIXGoal:""What is the primary goal of the Fleet?""
asm_twMaxiosGregChatPanopticonLeader:""Is the Panopticon in charge of the Fleet?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatIXHostileSel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXHostile,,"""We have detected extensive hidden AI influences within the major polities of the Sector. These AI entities have infiltrated the highest levels of both military and civilian governments, and also wield considerable power. The goals of these AI are varied, but our threat modeling suggests a common aim of displacing humans as the dominant species of the Sector. As this contravenes our mission of safeguarding humanity, we must engage with these digital sentiences and their human proxies, out of both self preservation and necessity.""","asm_twMaxiosGregChatIXYourself:""And the 9th Domain Battlegroup isn't a humanity enslaving AI power?""
asm_twMaxiosGregChatIXJustify:""So you're killing hundreds of thousands to save humanity?""
asm_twMaxiosGregChatIXChurch:""Every major faction is infiltrated by AI? Including the Church? The Path?""
asm_twMaxiosGregChatIXMajorThreats:""Can you tell me more about these AI threats?""",
asm_twMaxiosGregChatIXMajorThreatsSel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXMajorThreats,"$global.ix_watcher_threats_unlocked = true
SetTextHighlightColors hColor
Highlight ""[Major threats dialog option unlocked]""","""Yes, I can. But before we move on, did you have any other questions about our motives?""

[Major threats dialog option unlocked]","asm_twMaxiosGregChatIXYourself:""So the 9th Domain Battlegroup isn't a humanity enslaving AI power?""
asm_twMaxiosGregChatIXJustify:""So you're killing hundreds of thousands to save humanity?""
asm_twMaxiosGregChatIXChurch:""Every major faction is infiltrated by AI? Including the Church? The Path?""",
